textID,text,sentiment,index
6ce07361fa,AH! so nice to be back on bike commute although three days off and my (what google sez are called) my quadriceps literally screaming. gah,neutral,nice back bike commute although three days google sez called quadriceps literally screaming gah
b494ffe4b4,Mother`s Day has been good for me,positive,mother day good
854337eee0,"i want my WOOSOO like now plz  i gant wait, knowing she`s so close is driveing me NUTTS",neutral,want woosoo like plz gant wait knowing close driveing nutts
f6935311d2, aww noooo that doesn`t sound too great,negative,aww noooo sound great
9b24d6614d,Early morning R&B.  ? http://blip.fm/~5jimj,neutral,early morning http blip jimj
7f927df185," I did do that one Twitter while driving, although the iPhone keypad sucks for driving and typing",negative,one twitter driving although iphone keypad sucks driving typing
14cdd8f66e,  She doesn`t need a darn (watching my language) thing but that never stops her  &   I mapped u. U live in the boonies :-o,neutral,need darn watching language thing never stops mapped live boonies
b165ea39a7,missing him so much. why does he have to work  can`t he just spend time with me and get paid for that lol,neutral,missing much work spend time get paid lol
f3136871a2, lol... not gross at all  they`re gross?,neutral,lol gross gross
d3d3539720," Sorry blokey, 6 hrs later & i`m still holding ur fluffy towel. had to dash. Hope u found other means to dry ur self",neutral,sorry blokey hrs later still holding fluffy towel dash hope found means dry self
778f083ae9,Feeling pretty good this morning! Lets hope it lasts through the day,positive,feeling pretty good morning lets hope lasts day
cca0715acc, is on the radio,neutral,radio
930b5a21be,Tummy hurts,negative,tummy hurts
e97f80bffd,Back from London  Now just catching up on all the tv and sleeping all day!,neutral,back london catching sleeping day
26862f97c8,"Makes sense that greatfirewallofchina.org, a site to test whether a site is blocked in China, is blocked in China. Get that?  Any others?",neutral,makes sense greatfirewallofchina org site test whether site blocked china blocked china get others
bbb1c5e696,follow friday: following more people then followers  follow me? woot #followfriday,neutral,follow friday following people followers follow woot followfriday
0af5a36600," Thats not helpful. At least know you`ve got a place secured already if things don`t pan out, but my fingers are crossed you",neutral,thats helpful least know got place secured already things pan fingers crossed
3ff8124f70,  and what did i do to u kk thanks,positive,thanks
7a18d9d260, aww that`s cute,positive,aww cute
d1da906d59," Hi, I teach some Chinese lessons on youtube... Feel free to have a look  www.youtube.com/ChineseLearn",neutral,teach chinese lessons youtube feel free look www youtube com chineselearn
b74cad9154,Recording an acoustic track! For you sexy kids!,neutral,recording acoustic track sexy kids
ab56747ae1, I have to pee.,neutral,pee
a4596fe6f9," wow 41,000 now....your really kickin` Carey`s butt with this competition! See you both very soon!",positive,wow really kickin carey butt competition see soon
d44a6cf5cd," oh dear, hope you are feeling better soon, get some nice hot chicken soup down you.",positive,dear hope feeling better soon get nice hot chicken soup
38b714ce6c, I know - but there are loads of others left,neutral,know loads others left
800ecf6a37, Morning,neutral,morning
0668f190b8,"twitters from her seat in the exam hall! it starts in 15mins. pray for seat 299 in MPSH1-A to be blessed, oh and for wisdom to flow.  whee",positive,twitters seat exam hall starts mins pray seat mpsh blessed wisdom flow whee
a8d6a63a9a,Gorgeous day! Off to Hash around Waterley Bottom - wonderful name for a village! Quiz Mistressing at the Porto this evening,positive,gorgeous day hash around waterley bottom wonderful name village quiz mistressing porto evening
0a3db03798,Another Lake Park kid is going to Tulane. I`m not unique anymore,negative,another lake park kid going tulane unique anymore
300ee64c61," Welcome to Glasgow Felix, sorry I cant be there tonight",negative,welcome glasgow felix sorry cant tonight
3050f6f5e0, thats what i was thinking but the only time it`s gonna be on is 1 am!,neutral,thats thinking time gonna
eb3955b78a,anywho im having an early night good night twitter world.,neutral,anywho early night good night twitter world
a4107cd765," Im not getting any treatments, we are just gonna hang out at the pool and the hot tubs.",negative,getting treatments gonna hang pool hot tubs
de996fc663, Since you travel quite often and use online travel sites we would love some feedback on iXiGO.com from you,positive,since travel quite often use online travel sites would love feedback ixigo com
b348304015,"Good stuff, Smiles back? Why won`t you go to his concert too? :o. Wish I could instead of working on my music which is failing  lol x",positive,good stuff smiles back concert wish could instead working music failing lol
fe44699ab1, Happy Birthday!  sorry for the blank one my sister messed me up.,negative,happy birthday sorry blank one sister messed
a31a621c21,Appreciation lunch at work. Good food! But sucks being here on my day off lol,neutral,appreciation lunch work good food sucks day lol
d71ce50ae9,TGIF Resto here at home is dayuummm expensive!,negative,tgif resto home dayuummm expensive
fda48cc860,I seriously want a pug  Buy me one?,neutral,seriously want pug buy one
ebf3cd9c1e,Just finished reading Chuck Palahniuk`s 'Pygmy' and kind of hated it. I`m really disappointed; I had pretty high hopes for this one.,negative,finished reading chuck palahniuk pygmy kind hated really disappointed pretty high hopes one
b6e65f1dd0,"Played ball at the park, coached a youngster on fundamentals.. Goin home to steak and lobster.. Word up",neutral,played ball park coached youngster fundamentals goin home steak lobster word
dfc912ef18,"googled mothers day, PHEW, US & UK have different dates! Learn something new every day",neutral,googled mothers day phew different dates learn something new every day
2739530c9b,_x butbutbuttt he replied to you loads,neutral,butbutbuttt replied loads
467593cbb0,"riding daddy`s bike (yes a man`s bike, very convenient! NOT) in the dark without glasses on. i was scared  but i survived HAHA",negative,riding daddy bike yes man bike convenient dark without glasses scared survived haha
527877de07,VERY upset....  Mom is in the hospital,negative,upset mom hospital
fa9b70a1f3, Because of the new #Kirk. That`s why. Because of the new #Kirk.,neutral,new kirk new kirk
2729e1f320,"I miss my Nipissing pitas  Good thing we`ve got a Euphoria in Barrie, `cause I would never survive summer without my pitas AND smoothies!!",positive,miss nipissing pitas good thing got euphoria barrie cause would never survive summer without pitas smoothies
354f35b0ba, Heyyyyy us English fans want some signings too,neutral,heyyyyy english fans want signings
f530f15848,I love all my friends      and drew were fun tonight,positive,love friends drew fun tonight
9fccd68eb2,_J think so.. although think i am being ignored! not a good day,negative,think although think ignored good day
b092dea94f, That is annoying. What gear is it? I`ll take it off your hands,negative,annoying gear take hands
13d1cd323a,my back hurts  have a heating pad on it... stupid ladder y did you have to collapse and make me fall on my back/bum???,negative,back hurts heating pad stupid ladder collapse make fall back bum
d4adbe3b5a," You`re the third person to ask me out on Mon afternoon ;) I`m so sorry, but I`m helping tutor my friend for C1/C2  ****",neutral,third person ask mon afternoon sorry helping tutor friend
25b02894b2,im going to bed  nighttt nighttt xxo ily`s,neutral,going bed nighttt nighttt xxo ily
983dfecd25,gonna do laundry....never did laundry @ a hotel before.....I miss you R.....even though you ignore me and don even check on me....,negative,gonna laundry never laundry hotel miss even though ignore even check
c0ce3aaf89,Ewww just printed my new I.d badge thingie 4 work n eww my picture. I took so many n they were all ugly,negative,ewww printed new badge thingie work eww picture took many ugly
504cbed5f4,bye for now people .,neutral,bye people
086ea05de7, thanks for the ok ...hope we can tweet more down the road,positive,thanks hope tweet road
da3d86d018,_a_michael CUTE  thanks for sharing! AND PLEASE Direct Message ME before you go to bed James ;) ;) you know you want to!,positive,amichael cute thanks sharing please direct message bed james know want
6f7045152e,"just saw ghosts of girlfriends past with my bf, that movie was so predictable but so funny! i loved it",positive,saw ghosts girlfriends past movie predictable funny loved
ca8f9abdbd," thanks  and ill cross my fingers for you, that the rain will stop",positive,thanks ill cross fingers rain stop
5c430e5850,Awake at 4am..  can`t sleep,negative,awake sleep
75461b480a,stocked for tonight,neutral,stocked tonight
ef9483e22e,good morning,positive,good morning
8fb818e875,anyone else having a problem accessing their account info on the istore?  i cant buy music and cant look at my account,negative,anyone else problem accessing account info istore cant buy music cant look account
93756375f7,frame damage... car could be totalled,negative,frame damage car could totalled
e1f68137b1,shopping in Keswick,neutral,shopping keswick
21e1d2e745,where did the rain go??,neutral,rain
70df03a00f,_apuya hey hey andrew!!! haha! ;P well happy mother`s day to your mum.,positive,apuya hey hey andrew haha well happy mother day mum
a02abc9bef,Just realized you can get arrested for public disturbance. oh well i`ll take my chances.,neutral,realized get arrested public disturbance well take chances
9b2f24abcf,wants her boo  btw love fhnixon`s posts hilarious!!!!,positive,wants boo btw love fhnixon posts hilarious
5725f209c9," yeah, right. What if our politicians start using uploading their pics, lots of inside stories will be out",neutral,yeah right politicians start using uploading pics lots inside stories
